Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name
ENSG00000266245	ENSG00000266245.1		
ENSG00000264757	ENSG00000264757.1		
ENSG00000222592	ENSG00000222592.1		
ENSG00000251730	ENSG00000251730.1		
ENSG00000200478	ENSG00000200478.1		
ENSG00000278151	ENSG00000278151.1		
ENSG00000283871	ENSG00000283871.1		
ENSG00000265214	ENSG00000265214.1		
ENSG00000252269	ENSG00000252269.1		
ENSG00000251942	ENSG00000251942.1		
ENSG00000252542	ENSG00000252542.1		
ENSG00000238854	ENSG00000238854.1		
ENSG00000251792	ENSG00000251792.1		
ENSG00000283829	ENSG00000283829.1		
ENSG00000199814	ENSG00000199814.1	ENSMUSG00000096030	Gm24424
ENSG00000265160	ENSG00000265160.1		
ENSG00000252409	ENSG00000252409.1		
ENSG00000206888	ENSG00000206888.1	ENSMUSG00000065678	Gm24261
ENSG00000238426	ENSG00000238426.1		
ENSG00000264251	ENSG00000264251.2		
ENSG00000277717	ENSG00000277717.1	ENSMUSG00000089450	Gm24225
ENSG00000284370	ENSG00000284370.1		
ENSG00000239079	ENSG00000239079.1		
ENSG00000241785	ENSG00000241785.3		
ENSG00000264036	ENSG00000264036.2		
ENSG00000278099	ENSG00000278099.1	ENSMUSG00000065371	Gm22739
ENSG00000212625	ENSG00000212625.1		
ENSG00000199577	ENSG00000199577.1		
ENSG00000284064	ENSG00000284064.1		
ENSG00000276890	ENSG00000276890.1		
ENSG00000252383	ENSG00000252383.1	ENSMUSG00000077273	Gm22779
ENSG00000201273	ENSG00000201273.1		
ENSG00000241588	ENSG00000241588.3		
ENSG00000252033	ENSG00000252033.1		
ENSG00000272230	ENSG00000272230.1		
ENSG00000212360	ENSG00000212360.1		
ENSG00000242985	ENSG00000242985.3		
ENSG00000265660	ENSG00000265660.1		
ENSG00000264592	ENSG00000264592.2		
ENSG00000252449	ENSG00000252449.1	ENSMUSG00000088327	Gm25666
ENSG00000252185	ENSG00000252185.1	ENSMUSG00000065591	Gm22753
ENSG00000252745	ENSG00000252745.1		
ENSG00000207303	ENSG00000207303.1	ENSMUSG00000084524	Gm24184
ENSG00000277733	ENSG00000277733.4		
ENSG00000200786	ENSG00000200786.1		
ENSG00000283751	ENSG00000283751.1		
ENSG00000252400	ENSG00000252400.1		
ENSG00000284011	ENSG00000284011.1		
ENSG00000251746	ENSG00000251746.1		
ENSG00000206788	ENSG00000206788.1		
ENSG00000251994	ENSG00000251994.1	ENSMUSG00000065622	Gm24763
ENSG00000251994	ENSG00000251994.1	ENSMUSG00000088942	Gm23260
ENSG00000251994	ENSG00000251994.1	ENSMUSG00000088152	Gm25572
ENSG00000201610	ENSG00000201610.1		
ENSG00000200243	ENSG00000200243.1		
ENSG00000283249	ENSG00000283249.1	ENSMUSG00000084714	Gm24631
ENSG00000276714	ENSG00000276714.1		
ENSG00000200424	ENSG00000200424.1		
ENSG00000276027	ENSG00000276027.1	ENSMUSG00000065176	Rnu12
ENSG00000222795	ENSG00000222795.1		
ENSG00000244236	ENSG00000244236.3		
ENSG00000201331	ENSG00000201331.1		
ENSG00000207052	ENSG00000207052.1		
ENSG00000222791	ENSG00000222791.1	ENSMUSG00000094020	Gm23003
ENSG00000207235	ENSG00000207235.1		
ENSG00000276956	ENSG00000276956.1		
ENSG00000242121	ENSG00000242121.3		
ENSG00000252930	ENSG00000252930.1	ENSMUSG00000088183	Gm22215
ENSG00000275780	ENSG00000275780.1		
ENSG00000206715	ENSG00000206715.1	ENSMUSG00000064876	Gm23378
ENSG00000206715	ENSG00000206715.1	ENSMUSG00000089092	Gm25654
ENSG00000253051	ENSG00000253051.1		
ENSG00000241487	ENSG00000241487.3		
ENSG00000201778	ENSG00000201778.1		
ENSG00000206906	ENSG00000206906.1		
ENSG00000275698	ENSG00000275698.1		
ENSG00000274467	ENSG00000274467.1		
ENSG00000201247	ENSG00000201247.1		
ENSG00000201451	ENSG00000201451.1		
ENSG00000199633	ENSG00000199633.1	ENSMUSG00000077621	Gm23772
ENSG00000199633	ENSG00000199633.1	ENSMUSG00000065095	Gm23679
ENSG00000199633	ENSG00000199633.1	ENSMUSG00000088233	Gm25428
ENSG00000200283	ENSG00000200283.1		
ENSG00000253015	ENSG00000253015.1	ENSMUSG00000089475	Gm25363
ENSG00000207089	ENSG00000207089.1		
ENSG00000252329	ENSG00000252329.1		
ENSG00000252828	ENSG00000252828.1		
ENSG00000273566	ENSG00000273566.1		
ENSG00000200632	ENSG00000200632.1		
ENSG00000212454	ENSG00000212454.1		
ENSG00000252574	ENSG00000252574.2		
ENSG00000206721	ENSG00000206721.1		
ENSG00000222987	ENSG00000222987.1		
ENSG00000239607	ENSG00000239607.3		
ENSG00000199551	ENSG00000199551.1		
ENSG00000242066	ENSG00000242066.3		
ENSG00000199285	ENSG00000199285.1		
ENSG00000239030	ENSG00000239030.1		
ENSG00000275291	ENSG00000275291.1		
ENSG00000265319	ENSG00000265319.2		
ENSG00000221507	ENSG00000221507.1		
ENSG00000208308	ENSG00000208308.1		
ENSG00000200152	ENSG00000200152.1	ENSMUSG00000088804	Gm24076
ENSG00000264086	ENSG00000264086.1		
ENSG00000200208	ENSG00000200208.1		
ENSG00000252516	ENSG00000252516.1		
ENSG00000201683	ENSG00000201683.1		
ENSG00000202406	ENSG00000202406.1		
ENSG00000286094	ENSG00000286094.1	ENSMUSG00000069189	Zdhhc11
ENSG00000239080	ENSG00000239080.1		
ENSG00000212525	ENSG00000212525.1		
ENSG00000207086	ENSG00000207086.1		
ENSG00000275337	ENSG00000275337.1		
ENSG00000252321	ENSG00000252321.1	ENSMUSG00000089545	Gm25838
ENSG00000264379	ENSG00000264379.1		
ENSG00000202313	ENSG00000202313.1		
ENSG00000201569	ENSG00000201569.1		
ENSG00000238365	ENSG00000238365.3		
ENSG00000222412	ENSG00000222412.1		
ENSG00000200220	ENSG00000200220.1		
ENSG00000201766	ENSG00000201766.1		
ENSG00000278020	ENSG00000278020.1		
ENSG00000251864	ENSG00000251864.1		
ENSG00000239888	ENSG00000239888.3		
ENSG00000199385	ENSG00000199385.1		
ENSG00000201728	ENSG00000201728.1		
ENSG00000273975	ENSG00000273975.1		
ENSG00000207181	ENSG00000207181.1	ENSMUSG00000065637	Gm26397
ENSG00000200750	ENSG00000200750.1		
ENSG00000277948	ENSG00000277948.1	ENSMUSG00000099302	Gm27421
ENSG00000251888	ENSG00000251888.1		
ENSG00000223181	ENSG00000223181.1		
ENSG00000201684	ENSG00000201684.1		
ENSG00000200528	ENSG00000200528.1	ENSMUSG00000092912	Gm24086
ENSG00000200757	ENSG00000200757.1		
ENSG00000202099	ENSG00000202099.1		
ENSG00000199677	ENSG00000199677.1		
ENSG00000277374	ENSG00000277374.1		
ENSG00000252145	ENSG00000252145.1		
ENSG00000252091	ENSG00000252091.1		
ENSG00000278700	ENSG00000278700.1		
ENSG00000274186	ENSG00000274186.1		
ENSG00000206779	ENSG00000206779.1		
ENSG00000264847	ENSG00000264847.1		
ENSG00000252802	ENSG00000252802.1		
ENSG00000201827	ENSG00000201827.1	ENSMUSG00000065004	Gm26326
ENSG00000201827	ENSG00000201827.1	ENSMUSG00000077639	Gm22772
ENSG00000201827	ENSG00000201827.1	ENSMUSG00000084543	Gm23184
ENSG00000201827	ENSG00000201827.1	ENSMUSG00000064936	Gm23722
ENSG00000201827	ENSG00000201827.1	ENSMUSG00000084693	Gm24894
ENSG00000275982	ENSG00000275982.1		
ENSG00000207193	ENSG00000207193.1		
ENSG00000252913	ENSG00000252913.1		
ENSG00000199645	ENSG00000199645.1		
ENSG00000199357	ENSG00000199357.1		
ENSG00000223013	ENSG00000223013.1		
ENSG00000285626	ENSG00000285626.1		
ENSG00000212571	ENSG00000212571.1		
ENSG00000253053	ENSG00000253053.1	ENSMUSG00000088406	Gm25883
ENSG00000222934	ENSG00000222934.1		
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000088956	Gm24945
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000065379	Gm22743
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000096563	Gm24095
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000088996	Gm22765
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000093874	Gm24539
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000088966	Gm22088
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000087785	Gm23172
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000065663	Gm22579
ENSG00000200536	ENSG00000200536.1	ENSMUSG00000088280	Gm23584
ENSG00000221442	ENSG00000221442.1		
ENSG00000277138	ENSG00000277138.1		
ENSG00000221287	ENSG00000221287.1		
ENSG00000284517	ENSG00000284517.1		
ENSG00000199075	ENSG00000199075.1	ENSMUSG00000065513	Mir26a-1
ENSG00000283637	ENSG00000283637.1		
ENSG00000266887	ENSG00000266887.1		
ENSG00000264947	ENSG00000264947.1		
ENSG00000208017	ENSG00000208017.3	ENSMUSG00000065439	Mir140
ENSG00000277483	ENSG00000277483.1		
ENSG00000264346	ENSG00000264346.1	ENSMUSG00000080364	Gm25777
ENSG00000277205	ENSG00000277205.1		
ENSG00000274980	ENSG00000274980.1		
ENSG00000202016	ENSG00000202016.1		
ENSG00000199867	ENSG00000199867.1		
ENSG00000251813	ENSG00000251813.1		
ENSG00000241939	ENSG00000241939.3		
ENSG00000278708	ENSG00000278708.1		
ENSG00000199638	ENSG00000199638.1		
ENSG00000201524	ENSG00000201524.1	ENSMUSG00000077207	Gm25609
ENSG00000201524	ENSG00000201524.1	ENSMUSG00000088566	Gm23783
ENSG00000277580	ENSG00000277580.1		
ENSG00000273525	ENSG00000273525.1		
ENSG00000252671	ENSG00000252671.1		
ENSG00000277968	ENSG00000277968.1	ENSMUSG00000099111	Gm27369
ENSG00000206824	ENSG00000206824.1		
ENSG00000212418	ENSG00000212418.1		
ENSG00000212496	ENSG00000212496.1	ENSMUSG00000089452	Gm24223
ENSG00000277599	ENSG00000277599.1		
ENSG00000276839	ENSG00000276839.1		
ENSG00000274199	ENSG00000274199.1		
ENSG00000252462	ENSG00000252462.1	ENSMUSG00000088802	Gm24073
ENSG00000273730	ENSG00000273730.1		
ENSG00000201245	ENSG00000201245.1		
ENSG00000252045	ENSG00000252045.1		
ENSG00000223203	ENSG00000223203.1		
ENSG00000251706	ENSG00000251706.1		
ENSG00000199368	ENSG00000199368.1	ENSMUSG00000065656	Gm23104
ENSG00000202252	ENSG00000202252.1		
ENSG00000199444	ENSG00000199444.1		
ENSG00000199884	ENSG00000199884.1		
ENSG00000241552	ENSG00000241552.3		
ENSG00000252073	ENSG00000252073.1		
ENSG00000251711	ENSG00000251711.1		
ENSG00000243125	ENSG00000243125.3		
ENSG00000239545	ENSG00000239545.3		
ENSG00000201900	ENSG00000201900.1		
ENSG00000206924	ENSG00000206924.1		
ENSG00000206927	ENSG00000206927.1		
ENSG00000238730	ENSG00000238730.1		
ENSG00000278752	ENSG00000278752.1		
ENSG00000244632	ENSG00000244632.3		
ENSG00000207087	ENSG00000207087.1		
ENSG00000252943	ENSG00000252943.1	ENSMUSG00000096182	Gm23308
ENSG00000199197	ENSG00000199197.1	ENSMUSG00000065824	Gm26315
ENSG00000223302	ENSG00000223302.1		
ENSG00000265745	ENSG00000265745.2		
ENSG00000206925	ENSG00000206925.1		
ENSG00000207866	ENSG00000207866.1		
ENSG00000244326	ENSG00000244326.3		
ENSG00000200718	ENSG00000200718.1		
ENSG00000199203	ENSG00000199203.1	ENSMUSG00000064527	Gm26438
ENSG00000207785	ENSG00000207785.1		
ENSG00000262776	ENSG00000262776.1		
ENSG00000207693	ENSG00000207693.1		
ENSG00000274581	ENSG00000274581.1		
ENSG00000199453	ENSG00000199453.1		
ENSG00000271798	ENSG00000271798.1		
ENSG00000276642	ENSG00000276642.1	ENSMUSG00000080545	Gm22713
ENSG00000222164	ENSG00000222164.1	ENSMUSG00000084627	Gm25543
ENSG00000207617	ENSG00000207617.4		
ENSG00000240250	ENSG00000240250.3		
ENSG00000276029	ENSG00000276029.1		
ENSG00000277418	ENSG00000277418.1	ENSMUSG00000098368	Gm27648
ENSG00000207264	ENSG00000207264.1	ENSMUSG00000093875	Gm24538
ENSG00000278003	ENSG00000278003.1		
ENSG00000240014	ENSG00000240014.3		
ENSG00000284200	ENSG00000284200.1		
ENSG00000222427	ENSG00000222427.1		
ENSG00000200252	ENSG00000200252.1		
ENSG00000202339	ENSG00000202339.1		
ENSG00000273499	ENSG00000273499.1		
ENSG00000199043	ENSG00000199043.1	ENSMUSG00000065501	Mir335
ENSG00000201770	ENSG00000201770.1	ENSMUSG00000087842	Gm25622
ENSG00000280584	ENSG00000280584.2		
ENSG00000276314	ENSG00000276314.1	ENSMUSG00000089375	Snord107
ENSG00000206745	ENSG00000206745.1	ENSMUSG00000065798	Gm25518
ENSG00000207632	ENSG00000207632.1		
ENSG00000276103	ENSG00000276103.1		
ENSG00000273866	ENSG00000273866.1		
ENSG00000200052	ENSG00000200052.1		
ENSG00000252906	ENSG00000252906.1	ENSMUSG00000094889	Gm25119
ENSG00000252906	ENSG00000252906.1	ENSMUSG00000089536	Scarna3a
ENSG00000252906	ENSG00000252906.1	ENSMUSG00000088158	Scarna3b
ENSG00000252906	ENSG00000252906.1	ENSMUSG00000088816	Gm22387
ENSG00000252906	ENSG00000252906.1	ENSMUSG00000088146	Gm24718
ENSG00000252906	ENSG00000252906.1	ENSMUSG00000094965	Gm22416
ENSG00000267828	ENSG00000267828.1		
ENSG00000221400	ENSG00000221400.2		
ENSG00000252068	ENSG00000252068.1	ENSMUSG00000065648	Gm25895
ENSG00000200594	ENSG00000200594.1		
ENSG00000264760	ENSG00000264760.1		
ENSG00000252852	ENSG00000252852.1		
ENSG00000238423	ENSG00000238423.1	ENSMUSG00000065676	Snord42b
ENSG00000207403	ENSG00000207403.1		
ENSG00000266243	ENSG00000266243.1		
ENSG00000239553	ENSG00000239553.3		
ENSG00000207554	ENSG00000207554.1		
ENSG00000272015	ENSG00000272015.1	ENSMUSG00000064925	Snora62
ENSG00000200799	ENSG00000200799.1	ENSMUSG00000088721	Gm22212
ENSG00000242863	ENSG00000242863.3		
ENSG00000252042	ENSG00000252042.1		
ENSG00000280646	ENSG00000280646.2		
ENSG00000239128	ENSG00000239128.1		
ENSG00000264353	ENSG00000264353.1		
ENSG00000264279	ENSG00000264279.1		
ENSG00000252641	ENSG00000252641.2		
ENSG00000252580	ENSG00000252580.1		
ENSG00000201592	ENSG00000201592.1	ENSMUSG00000077394	Gm24339
ENSG00000206785	ENSG00000206785.1	ENSMUSG00000093413	Snora15
ENSG00000212257	ENSG00000212257.1	ENSMUSG00000084714	Gm24631
ENSG00000281159	ENSG00000281159.1	ENSMUSG00000104857	Gm26413
ENSG00000199515	ENSG00000199515.1		
ENSG00000201071	ENSG00000201071.1		
ENSG00000239169	ENSG00000239169.1		
ENSG00000201201	ENSG00000201201.1	ENSMUSG00000065808	Gm23037
ENSG00000201675	ENSG00000201675.1	ENSMUSG00000065219	Snord32a
ENSG00000278551	ENSG00000278551.1	ENSMUSG00000084479	Gm26424
ENSG00000212499	ENSG00000212499.1		
ENSG00000275776	ENSG00000275776.1		
ENSG00000199787	ENSG00000199787.1		
ENSG00000278048	ENSG00000278048.1		
ENSG00000277464	ENSG00000277464.1		
ENSG00000200218	ENSG00000200218.1		
ENSG00000199488	ENSG00000199488.1		
ENSG00000200101	ENSG00000200101.1		
ENSG00000277864	ENSG00000277864.1		
ENSG00000252437	ENSG00000252437.1		
ENSG00000199756	ENSG00000199756.1		
ENSG00000222706	ENSG00000222706.1		
ENSG00000238711	ENSG00000238711.1		
ENSG00000275823	ENSG00000275823.1		
ENSG00000238498	ENSG00000238498.1		
ENSG00000200917	ENSG00000200917.1	ENSMUSG00000065743	Gm25008
ENSG00000244501	ENSG00000244501.3		
ENSG00000253026	ENSG00000253026.1		
ENSG00000263583	ENSG00000263583.1		
ENSG00000283551	ENSG00000283551.1	ENSMUSG00000080469	Snord98
ENSG00000212542	ENSG00000212542.1		
ENSG00000206908	ENSG00000206908.1	ENSMUSG00000064512	Gm22456
ENSG00000202334	ENSG00000202334.1		
ENSG00000241461	ENSG00000241461.3		
ENSG00000201410	ENSG00000201410.1	ENSMUSG00000064797	Gm24357
ENSG00000206800	ENSG00000206800.1		
ENSG00000201157	ENSG00000201157.1	ENSMUSG00000064925	Snora62
ENSG00000265920	ENSG00000265920.1		
ENSG00000212333	ENSG00000212333.1		
ENSG00000265255	ENSG00000265255.1		
ENSG00000243373	ENSG00000243373.3		
ENSG00000278785	ENSG00000278785.1		
ENSG00000222356	ENSG00000222356.1	ENSMUSG00000064775	Gm25205
ENSG00000223238	ENSG00000223238.1		
ENSG00000252888	ENSG00000252888.1		
ENSG00000253070	ENSG00000253070.1		
ENSG00000252072	ENSG00000252072.1		
ENSG00000200753	ENSG00000200753.1		
ENSG00000251880	ENSG00000251880.1		
ENSG00000200367	ENSG00000200367.1		
ENSG00000201271	ENSG00000201271.1		
ENSG00000269103	ENSG00000269103.2		
ENSG00000264846	ENSG00000264846.1		
ENSG00000212306	ENSG00000212306.1		
ENSG00000199204	ENSG00000199204.1		
ENSG00000206596	ENSG00000206596.1		
ENSG00000212266	ENSG00000212266.1		
ENSG00000212443	ENSG00000212443.1	ENSMUSG00000077167	Gm24119
ENSG00000276003	ENSG00000276003.1		
ENSG00000274514	ENSG00000274514.1		
ENSG00000241959	ENSG00000241959.3		
ENSG00000201198	ENSG00000201198.1	ENSMUSG00000089399	Gm23312
ENSG00000265503	ENSG00000265503.1		
ENSG00000201315	ENSG00000201315.1		
ENSG00000284538	ENSG00000284538.1		
ENSG00000200789	ENSG00000200789.1	ENSMUSG00000088278	Gm23121
ENSG00000274127	ENSG00000274127.1		
ENSG00000241248	ENSG00000241248.3		
ENSG00000208012	ENSG00000208012.1	ENSMUSG00000065602	Mirlet7f-2
ENSG00000274686	ENSG00000274686.1		
ENSG00000201394	ENSG00000201394.1		
ENSG00000212534	ENSG00000212534.1	ENSMUSG00000077345	Snord70
ENSG00000201847	ENSG00000201847.1	ENSMUSG00000065305	Gm23246
ENSG00000266698	ENSG00000266698.1		
ENSG00000212332	ENSG00000212332.1		
ENSG00000276439	ENSG00000276439.1		
ENSG00000252673	ENSG00000252673.1		
ENSG00000200890	ENSG00000200890.1		
ENSG00000222533	ENSG00000222533.1		
ENSG00000201570	ENSG00000201570.1		
ENSG00000207716	ENSG00000207716.1		
ENSG00000238934	ENSG00000238934.1		
ENSG00000203436	ENSG00000203436.2		
ENSG00000199395	ENSG00000199395.1		
ENSG00000274475	ENSG00000274475.1		
ENSG00000275523	ENSG00000275523.1		
ENSG00000276544	ENSG00000276544.1		
ENSG00000275519	ENSG00000275519.1		
ENSG00000207959	ENSG00000207959.1		
ENSG00000206865	ENSG00000206865.1		
ENSG00000244404	ENSG00000244404.3		
ENSG00000199301	ENSG00000199301.1		
ENSG00000238606	ENSG00000238606.1		
ENSG00000243173	ENSG00000243173.3		
ENSG00000266655	ENSG00000266655.1		
ENSG00000251900	ENSG00000251900.1		
ENSG00000274606	ENSG00000274606.1		
ENSG00000264906	ENSG00000264906.1		
ENSG00000272232	ENSG00000272232.2		
ENSG00000265838	ENSG00000265838.1		
ENSG00000199865	ENSG00000199865.1		
ENSG00000275215	ENSG00000275215.1		
ENSG00000266570	ENSG00000266570.1		
ENSG00000271922	ENSG00000271922.1		
ENSG00000201288	ENSG00000201288.1		
ENSG00000207278	ENSG00000207278.1		
ENSG00000241997	ENSG00000241997.3		
ENSG00000265719	ENSG00000265719.1		
ENSG00000266828	ENSG00000266828.2		
ENSG00000207198	ENSG00000207198.1		
ENSG00000206885	ENSG00000206885.1	ENSMUSG00000064862	Gm25038
ENSG00000206885	ENSG00000206885.1	ENSMUSG00000064837	Snora75
ENSG00000222679	ENSG00000222679.1		
ENSG00000276470	ENSG00000276470.1		
ENSG00000212517	ENSG00000212517.1		
ENSG00000262132	ENSG00000262132.1		
ENSG00000274056	ENSG00000274056.1		
ENSG00000264389	ENSG00000264389.1		
ENSG00000252199	ENSG00000252199.1		
ENSG00000207258	ENSG00000207258.1		
ENSG00000201431	ENSG00000201431.1	ENSMUSG00000089018	Gm25521
ENSG00000277919	ENSG00000277919.1		
ENSG00000278281	ENSG00000278281.1		
ENSG00000265093	ENSG00000265093.2		
ENSG00000212397	ENSG00000212397.1		
ENSG00000281245	ENSG00000281245.2		
ENSG00000222909	ENSG00000222909.1		
ENSG00000200360	ENSG00000200360.1	ENSMUSG00000089296	Gm23205
ENSG00000243854	ENSG00000243854.3		
ENSG00000201711	ENSG00000201711.1		
ENSG00000202159	ENSG00000202159.1		
ENSG00000277118	ENSG00000277118.1		
ENSG00000207033	ENSG00000207033.1	ENSMUSG00000089051	Gm23354
ENSG00000243532	ENSG00000243532.3		
ENSG00000212421	ENSG00000212421.1		
ENSG00000273913	ENSG00000273913.1		
ENSG00000239102	ENSG00000239102.1		
ENSG00000252561	ENSG00000252561.1	ENSMUSG00000064605	Gm22220
ENSG00000212594	ENSG00000212594.1		
ENSG00000239190	ENSG00000239190.1	ENSMUSG00000065242	Gm22294
ENSG00000202237	ENSG00000202237.1		
ENSG00000263864	ENSG00000263864.1		
ENSG00000207196	ENSG00000207196.1		
ENSG00000200974	ENSG00000200974.1		
ENSG00000212482	ENSG00000212482.1		
ENSG00000199530	ENSG00000199530.1		
ENSG00000207439	ENSG00000207439.1	ENSMUSG00000064527	Gm26438
ENSG00000265123	ENSG00000265123.2		
ENSG00000283691	ENSG00000283691.1		
ENSG00000252337	ENSG00000252337.1		
ENSG00000201075	ENSG00000201075.2		
ENSG00000252224	ENSG00000252224.1		
ENSG00000223224	ENSG00000223224.1	ENSMUSG00000077549	Snord71
ENSG00000199364	ENSG00000199364.1		
ENSG00000276988	ENSG00000276988.1		
ENSG00000252942	ENSG00000252942.1		
ENSG00000278523	ENSG00000278523.1		
ENSG00000239964	ENSG00000239964.3		
ENSG00000200434	ENSG00000200434.1		
ENSG00000252385	ENSG00000252385.1	ENSMUSG00000065382	Gm23097
ENSG00000201003	ENSG00000201003.1	ENSMUSG00000064938	Gm50450
ENSG00000276565	ENSG00000276565.1		
ENSG00000277428	ENSG00000277428.1		
ENSG00000266802	ENSG00000266802.1		
ENSG00000275746	ENSG00000275746.1		
ENSG00000277830	ENSG00000277830.1		
ENSG00000283519	ENSG00000283519.1		
ENSG00000222714	ENSG00000222714.1		
ENSG00000251915	ENSG00000251915.1		
ENSG00000275207	ENSG00000275207.1		
ENSG00000201500	ENSG00000201500.1		
ENSG00000264573	ENSG00000264573.2		
ENSG00000199601	ENSG00000199601.1		
ENSG00000207169	ENSG00000207169.1	ENSMUSG00000075903	Gm23941
ENSG00000278465	ENSG00000278465.1		
ENSG00000243313	ENSG00000243313.2		
ENSG00000200563	ENSG00000200563.1	ENSMUSG00000064526	Gm26439
ENSG00000207191	ENSG00000207191.1	ENSMUSG00000093929	Gm23862
ENSG00000252956	ENSG00000252956.1		
ENSG00000278520	ENSG00000278520.1		
ENSG00000200168	ENSG00000200168.1		
ENSG00000277234	ENSG00000277234.1	ENSMUSG00000089342	Gm22666
ENSG00000206832	ENSG00000206832.1	ENSMUSG00000096689	Gm25987
ENSG00000212595	ENSG00000212595.1	ENSMUSG00000084612	n-R5s6
ENSG00000212595	ENSG00000212595.1	ENSMUSG00000077262	n-R5s165
ENSG00000207993	ENSG00000207993.3	ENSMUSG00000065426	Mir134
ENSG00000203411	ENSG00000203411.3		
ENSG00000252620	ENSG00000252620.1		
ENSG00000212378	ENSG00000212378.1	ENSMUSG00000077220	Snord78
ENSG00000243633	ENSG00000243633.3		
ENSG00000265005	ENSG00000265005.1		
ENSG00000200120	ENSG00000200120.1		
ENSG00000207242	ENSG00000207242.1		
ENSG00000278104	ENSG00000278104.1		
ENSG00000207948	ENSG00000207948.3		
ENSG00000212205	ENSG00000212205.1		
ENSG00000212380	ENSG00000212380.1	ENSMUSG00000077681	Gm22496
ENSG00000274111	ENSG00000274111.1		
ENSG00000278525	ENSG00000278525.1		
ENSG00000241198	ENSG00000241198.3		
ENSG00000252139	ENSG00000252139.1	ENSMUSG00000088689	Scarna17
ENSG00000252139	ENSG00000252139.1	ENSMUSG00000089625	Gm25443
ENSG00000283394	ENSG00000283394.1		
ENSG00000200686	ENSG00000200686.1		
ENSG00000207442	ENSG00000207442.1	ENSMUSG00000093929	Gm23862
ENSG00000222246	ENSG00000222246.1		
ENSG00000200191	ENSG00000200191.1		
ENSG00000222880	ENSG00000222880.1		
ENSG00000200914	ENSG00000200914.1		
ENSG00000242928	ENSG00000242928.3		
ENSG00000207638	ENSG00000207638.1	ENSMUSG00000065530	Mir99a
ENSG00000265315	ENSG00000265315.1		
ENSG00000253086	ENSG00000253086.1	ENSMUSG00000064399	Gm23629
ENSG00000199744	ENSG00000199744.1	ENSMUSG00000065295	Gm24134
ENSG00000278433	ENSG00000278433.1		
ENSG00000207300	ENSG00000207300.1		
ENSG00000273591	ENSG00000273591.1		
ENSG00000200646	ENSG00000200646.1		
ENSG00000222790	ENSG00000222790.1		
ENSG00000284464	ENSG00000284464.1	ENSMUSG00000080452	Mir1306
ENSG00000282035	ENSG00000282035.1		
ENSG00000252611	ENSG00000252611.1		
ENSG00000274062	ENSG00000274062.1		
ENSG00000207019	ENSG00000207019.1	ENSMUSG00000094833	Gm25473
ENSG00000207019	ENSG00000207019.1	ENSMUSG00000089541	Gm25834
ENSG00000207689	ENSG00000207689.1		
ENSG00000281000	ENSG00000281000.1	ENSMUSG00000106147	Rnu3a
ENSG00000252198	ENSG00000252198.1		
ENSG00000238387	ENSG00000238387.1		
ENSG00000199158	ENSG00000199158.1	ENSMUSG00000065586	Mir96
ENSG00000278363	ENSG00000278363.1		
ENSG00000251875	ENSG00000251875.1		
ENSG00000281024	ENSG00000281024.3		
ENSG00000206737	ENSG00000206737.1	ENSMUSG00000065344	Gm25581
ENSG00000263372	ENSG00000263372.1		
ENSG00000252821	ENSG00000252821.1		
ENSG00000238326	ENSG00000238326.1		
ENSG00000252438	ENSG00000252438.1		
ENSG00000283505	ENSG00000283505.1		
