Gene	Symbol|Child_inf_vs_control	Mouse.gene.name|Mouse_FOOTDay2inf_vs_control	logFC|Adult_inf_vs_control	logFC|Child_inf_vs_control	logFC|Mouse_LNDay2inf_vs_control	logFC|Mouse_FOOTDay2inf_vs_control	FDR|Adult_inf_vs_control	FDR|Child_inf_vs_control	FDR|Mouse_LNDay2inf_vs_control	FDR|Mouse_FOOTDay2inf_vs_control	-logPFDR|Adult_inf_vs_control	-logPFDR|Child_inf_vs_control	-logPFDR|Mouse_LNDay2inf_vs_control	-logPFDR|Mouse_FOOTDay2inf_vs_control	DEG|Adult_inf_vs_control	DEG|Child_inf_vs_control	DEG|Mouse_LNDay2inf_vs_control	DEG|Mouse_FOOTDay2inf_vs_control	Number_UP	Number_DOWN
ENSG00000170989	S1PR1	S1pr1	-1.2898	-1.0557	0.0393	0.8998	0.0000	0.0000	0.5182	0.0000	8.2636	32.7496	0.2855	10.9245	DOWN	DOWN	NO	NO	0	2
ENSG00000172575	RASGRP1	Rasgrp1	-1.1359	-1.1737	0.0284	-0.2340	0.0000	0.0000	0.6870	0.0083	8.0453	34.0297	0.1630	2.0788	DOWN	DOWN	NO	NO	0	2
ENSG00000100129	EIF3L	Eif3l	-1.2484	-1.5624	0.0225	-0.1754	0.0000	0.0000	0.7331	0.0052	9.6126	64.9208	0.1348	2.2865	DOWN	DOWN	NO	NO	0	2
ENSG00000102471	NDFIP2	Ndfip2	-1.1756	-1.2447	0.0190	-0.0880	0.0000	0.0000	0.8767	0.3520	5.8539	25.8761	0.0572	0.4534	DOWN	DOWN	NO	NO	0	2
ENSG00000169508	GPR183	Gpr183	-0.5897	-1.3546	0.0165	-1.0318	0.0004	0.0000	0.8594	0.0000	3.3728	42.4949	0.0658	7.6737	NO	DOWN	NO	DOWN	0	2
ENSG00000124203	ZNF831	Zfp831	-1.7775	-1.2660	0.0138	-0.7931	0.0000	0.0000	0.8848	0.0212	9.7055	41.1361	0.0531	1.6747	DOWN	DOWN	NO	NO	0	2
ENSG00000087589	CASS4	Cass4	-2.3003	-1.5404	0.0102	0.1840	0.0000	0.0000	0.9762	0.4301	13.7799	33.0223	0.0104	0.3664	DOWN	DOWN	NO	NO	0	2
ENSG00000170846	AC093323.1	Mrfap1	-1.1585	-1.0559	0.0030	0.0194	0.0000	0.0000	0.9754	0.7889	9.9872	27.3363	0.0108	0.1030	DOWN	DOWN	NO	NO	0	2
ENSG00000211772	TRBC2	Trbc1	-1.8295	-1.1230	0.0027	0.3737	0.0000	0.0000	0.9878	0.0506	12.8386	31.0731	0.0053	1.2962	DOWN	DOWN	NO	NO	0	2
ENSG00000211751	AC245427.1	Trbc1	-1.6505	-1.2458	0.0027	0.3737	0.0000	0.0000	0.9878	0.0506	11.2464	20.3382	0.0053	1.2962	DOWN	DOWN	NO	NO	0	2
ENSG00000211803	TRAV23DV6	Trav14-3	-2.5914	-1.2422	0.0021	0.0000	0.0000	0.0000	1.0000	1.0000	9.1612	11.8539	0.0000	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000139193	CD27	Cd27	-2.5205	-1.0528	0.0015	0.4908	0.0000	0.0000	0.9983	0.1989	12.0878	4.5031	0.0007	0.7013	DOWN	DOWN	NO	NO	0	2
ENSG00000275791	TRBV10-3	Trbv13-3	-1.9931	-1.0956	0.0011	0.0960	0.0000	0.0000	1.0000	0.9663	7.0521	8.5406	0.0000	0.0149	DOWN	DOWN	NO	NO	0	2
ENSG00000127152	BCL11B	Bcl11b	-1.6384	-1.3034	-0.0014	-0.3006	0.0000	0.0000	0.9998	0.0081	8.4365	34.8894	0.0001	2.0911	DOWN	DOWN	NO	NO	0	2
ENSG00000101096	NFATC2	Nfatc2	-1.4483	-1.0297	-0.0019	-0.6231	0.0000	0.0000	0.9914	0.0000	5.8894	32.7496	0.0037	6.5045	DOWN	DOWN	NO	NO	0	2
ENSG00000135318	NT5E	Nt5e	-3.5178	-1.7412	-0.0062	0.2442	0.0000	0.0000	0.9664	0.0058	17.5317	30.0878	0.0149	2.2378	DOWN	DOWN	NO	NO	0	2
ENSG00000211779	TRAV5	Trav3-3	-2.3754	-1.3562	-0.0071	0.0000	0.0000	0.0000	0.9971	1.0000	8.6198	19.8508	0.0012	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000063046	EIF4B	Eif4b	-1.3452	-1.5287	-0.0125	-0.2914	0.0000	0.0000	0.8397	0.0000	10.9245	71.4157	0.0759	4.9586	DOWN	DOWN	NO	NO	0	2
ENSG00000211746	TRBV19	Trbv19	-1.5003	-1.3339	-0.0145	-0.4104	0.0000	0.0000	0.9599	0.8070	6.2588	13.8633	0.0178	0.0931	DOWN	DOWN	NO	NO	0	2
ENSG00000134146	DPH6	Dph6	-1.2699	-1.2219	-0.0189	-0.0878	0.0000	0.0000	0.8794	0.4394	9.8356	31.6615	0.0558	0.3572	DOWN	DOWN	NO	NO	0	2
ENSG00000178075	GRAMD1C	Gramd1c	-2.6766	-3.0414	-0.0238	-0.4754	0.0000	0.0000	0.9273	0.0040	14.3036	48.7011	0.0328	2.3993	DOWN	DOWN	NO	NO	0	2
ENSG00000142875	PRKACB	Prkacb	-1.2954	-1.0353	-0.0378	-0.2549	0.0000	0.0000	0.5127	0.0001	11.9788	37.9318	0.2902	3.8333	DOWN	DOWN	NO	NO	0	2
ENSG00000030419	IKZF2	Ikzf2	-1.6448	-1.1741	-0.0388	0.0984	0.0000	0.0000	0.7185	0.4179	9.4559	36.2154	0.1436	0.3789	DOWN	DOWN	NO	NO	0	2
ENSG00000180096	SEPT1	Sept1	-2.1726	-1.2894	-0.0451	-0.4821	0.0000	0.0000	0.5984	0.0021	14.3757	15.1463	0.2230	2.6696	DOWN	DOWN	NO	NO	0	2
ENSG00000211785	TRAV12-1	Trav7-5	-1.8497	-1.2059	-0.0503	0.0000	0.0000	0.0000	0.9347	1.0000	7.4908	15.1421	0.0293	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000124374	PAIP2B	Paip2b	-1.9936	-1.2258	-0.0526	-0.1888	0.0000	0.0000	0.4397	0.0054	13.6345	32.0921	0.3569	2.2661	DOWN	DOWN	NO	NO	0	2
ENSG00000151413	NUBPL	Nubpl	-1.2246	-1.0396	-0.0561	-0.2926	0.0000	0.0000	0.9023	0.4767	8.4425	28.4672	0.0447	0.3217	DOWN	DOWN	NO	NO	0	2
ENSG00000144218	AFF3	Aff3	-1.5121	-1.3993	-0.0575	-0.7840	0.0000	0.0000	0.6942	0.0000	6.0209	25.2924	0.1585	5.1152	DOWN	DOWN	NO	NO	0	2
ENSG00000091972	CD200	Cd200	-1.7154	-1.0577	-0.0668	0.9257	0.0000	0.0000	0.4863	0.0000	5.5719	17.3036	0.3131	8.4685	DOWN	DOWN	NO	NO	0	2
ENSG00000211753	TRBV28	Trbv29	-1.1947	-1.5947	-0.0782	0.8822	0.0008	0.0000	0.7782	0.6346	3.1187	15.6676	0.1089	0.1975	DOWN	DOWN	NO	NO	0	2
ENSG00000211802	TRAV22	Trav13-1	-1.7814	-1.0031	-0.0818	0.0000	0.0000	0.0000	0.8430	1.0000	5.4248	6.9066	0.0742	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000164241	C5orf63	C330018D20Rik	-1.6306	-1.1009	-0.0894	0.1080	0.0000	0.0000	0.6028	0.5876	9.6799	28.7852	0.2198	0.2309	DOWN	DOWN	NO	NO	0	2
ENSG00000211899	IGHM	Ighm	-1.8324	-1.0566	-0.0929	-0.2481	0.0000	0.0000	0.3973	0.0526	7.8570	4.4559	0.4009	1.2794	DOWN	DOWN	NO	NO	0	2
ENSG00000180758	GPR157	Gpr157	-1.1740	-1.2615	-0.0982	-0.0505	0.0000	0.0000	0.4050	0.6998	5.8356	13.2676	0.3925	0.1551	DOWN	DOWN	NO	NO	0	2
ENSG00000160185	UBASH3A	Ubash3a	-2.2496	-1.0897	-0.0990	0.1123	0.0000	0.0000	0.5370	0.8675	12.3298	12.5258	0.2700	0.0617	DOWN	DOWN	NO	NO	0	2
ENSG00000111879	FAM184A	Fam184a	-2.6689	-1.2608	-0.1097	-0.3916	0.0000	0.0000	0.8138	0.2718	13.1656	23.2255	0.0895	0.5657	DOWN	DOWN	NO	NO	0	2
ENSG00000134954	ETS1	Ets1	-1.2695	-1.0064	-0.1107	0.0608	0.0000	0.0000	0.1474	0.5276	10.8928	29.6655	0.8316	0.2777	DOWN	DOWN	NO	NO	0	2
ENSG00000116157	GPX7	Gpx7	-1.1780	-1.1365	-0.1125	-0.5988	0.0000	0.0000	0.5820	0.0001	8.5045	23.4295	0.2350	3.8808	DOWN	DOWN	NO	NO	0	2
ENSG00000131016	AKAP12	Akap12	-1.8709	-1.0382	-0.1147	-0.2474	0.0000	0.0000	0.2851	0.0344	9.7305	10.0883	0.5449	1.4640	DOWN	DOWN	NO	NO	0	2
ENSG00000167261	DPEP2	Dpep2	-2.2333	-1.2570	-0.1408	0.1260	0.0000	0.0000	0.6894	0.6278	12.9431	13.1035	0.1615	0.2022	DOWN	DOWN	NO	NO	0	2
ENSG00000141293	SKAP1	Skap1	-1.0969	-1.0230	-0.1443	-0.1622	0.0000	0.0000	0.2670	0.7477	7.4776	23.9626	0.5735	0.1262	DOWN	DOWN	NO	NO	0	2
ENSG00000119514	GALNT12	Galnt12	-1.5873	-1.1681	-0.1445	-0.0114	0.0000	0.0000	0.2737	0.9779	8.9066	24.1891	0.5627	0.0097	DOWN	DOWN	NO	NO	0	2
ENSG00000091409	ITGA6	Itga6	-2.3515	-1.3759	-0.1873	-0.1107	0.0000	0.0000	0.0173	0.1367	15.5100	34.8861	1.7615	0.8642	DOWN	DOWN	NO	NO	0	2
ENSG00000183150	GPR19	Gpr19	-1.5033	-1.1231	-0.1973	-0.3086	0.0000	0.0000	0.1769	0.0257	5.9431	17.9208	0.7523	1.5904	DOWN	DOWN	NO	NO	0	2
ENSG00000198846	TOX	Tox	-1.1652	-1.1174	-0.2136	-0.7600	0.0005	0.0000	0.0933	0.0023	3.2816	24.8729	1.0302	2.6444	DOWN	DOWN	NO	NO	0	2
ENSG00000113319	RASGRF2	Rasgrf2	-1.5815	-1.0008	-0.2165	-0.4062	0.0000	0.0000	0.2363	0.0268	15.1791	31.1314	0.6265	1.5721	DOWN	DOWN	NO	NO	0	2
ENSG00000109452	INPP4B	Inpp4b	-2.3780	-1.4624	-0.2209	-0.0306	0.0000	0.0000	0.0152	0.8455	16.3497	44.3344	1.8171	0.0729	DOWN	DOWN	NO	NO	0	2
ENSG00000133030	MPRIP	Mprip	-1.5307	-1.0434	-0.2212	0.2164	0.0000	0.0000	0.0007	0.0008	11.7645	26.8827	3.1615	3.0904	DOWN	DOWN	NO	NO	0	2
ENSG00000211710	TRBV4-1	Trbv5	-1.3429	-1.5219	-0.2227	0.0836	0.0005	0.0000	0.3785	0.9768	3.3100	15.1349	0.4220	0.0102	DOWN	DOWN	NO	NO	0	2
ENSG00000211745	TRBV4-2	Trbv5	-1.6528	-1.1791	-0.2227	0.0836	0.0000	0.0000	0.3785	0.9768	5.1733	8.2336	0.4220	0.0102	DOWN	DOWN	NO	NO	0	2
ENSG00000161791	FMNL3	Fmnl3	-1.3383	-1.1678	-0.2338	-0.2868	0.0000	0.0000	0.0037	0.0018	6.2269	22.5986	2.4300	2.7512	DOWN	DOWN	NO	NO	0	2
ENSG00000114770	ABCC5	Abcc5	-1.3867	-1.1321	-0.2340	-0.0117	0.0000	0.0000	0.0063	0.9115	8.4112	34.8356	2.2000	0.0402	DOWN	DOWN	NO	NO	0	2
ENSG00000166033	HTRA1	Htra1	-1.7080	-1.7633	-0.2356	-0.0148	0.0001	0.0000	0.0109	0.8926	4.1267	5.8125	1.9646	0.0493	DOWN	DOWN	NO	NO	0	2
ENSG00000150938	CRIM1	Crim1	-1.5214	-1.2724	-0.2358	0.4707	0.0000	0.0000	0.0088	0.0000	9.2076	33.1124	2.0568	4.9706	DOWN	DOWN	NO	NO	0	2
ENSG00000172673	THEMIS	Themis	-2.2877	-1.2738	-0.2383	0.2990	0.0000	0.0000	0.0377	0.6964	13.3251	34.0953	1.4239	0.1572	DOWN	DOWN	NO	NO	0	2
ENSG00000173825	TIGD3	Tigd3	-2.7270	-1.8264	-0.2485	0.0405	0.0000	0.0000	0.4184	0.9213	13.1337	16.6234	0.3784	0.0356	DOWN	DOWN	NO	NO	0	2
ENSG00000106351	AGFG2	Agfg2	-2.5218	-1.0273	-0.2508	-0.7233	0.0000	0.0000	0.0146	0.0000	14.3516	6.9666	1.8354	6.0809	DOWN	DOWN	NO	NO	0	2
ENSG00000153283	CD96	Cd96	-1.2918	-1.3581	-0.2549	0.1114	0.0000	0.0000	0.0213	0.8589	11.7696	44.2692	1.6716	0.0660	DOWN	DOWN	NO	NO	0	2
ENSG00000134545	KLRC1	Klri2	-1.3067	-1.1331	-0.2561	0.2143	0.0000	0.0000	0.2344	0.6891	4.7986	10.4660	0.6301	0.1617	DOWN	DOWN	NO	NO	0	2
ENSG00000138439	FAM117B	Fam117b	-1.4395	-1.1902	-0.2582	-0.2620	0.0000	0.0000	0.0007	0.0009	8.2097	40.8996	3.1833	3.0282	DOWN	DOWN	NO	NO	0	2
ENSG00000184992	BRI3BP	Bri3bp	-3.0797	-1.4859	-0.2623	-0.2389	0.0000	0.0000	0.0106	0.0377	14.5129	56.7645	1.9750	1.4234	DOWN	DOWN	NO	NO	0	2
ENSG00000134709	HOOK1	Hook1	-1.0984	-1.2531	-0.2721	0.0257	0.0000	0.0000	0.0146	0.8394	8.8601	27.7235	1.8349	0.0760	DOWN	DOWN	NO	NO	0	2
ENSG00000105492	SIGLEC6	Siglecf	-1.2326	-1.0887	-0.2815	0.1772	0.0001	0.0000	0.3296	0.7852	3.9347	10.9031	0.4820	0.1050	DOWN	DOWN	NO	NO	0	2
ENSG00000103056	SMPD3	Smpd3	-1.6011	-0.9277	-0.2821	-1.1932	0.0000	0.0000	0.1450	0.0000	6.0329	5.2933	0.8386	8.3585	DOWN	NO	NO	DOWN	0	2
ENSG00000182489	XKRX	Xkrx	-2.4366	-1.4352	-0.2839	-0.2490	0.0000	0.0000	0.0108	0.0278	8.5467	16.0386	1.9652	1.5564	DOWN	DOWN	NO	NO	0	2
ENSG00000163492	CCDC141	Ccdc141	-1.7471	-1.3773	-0.2846	-0.3817	0.0000	0.0000	0.2351	0.0944	11.4660	29.3840	0.6288	1.0249	DOWN	DOWN	NO	NO	0	2
ENSG00000211937	IGHV2-5	Ighv8-5	-1.8817	-2.2461	-0.2895	0.0000	0.0001	0.0000	0.7680	1.0000	4.1681	12.7144	0.1146	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000136111	TBC1D4	Tbc1d4	-2.0049	-1.0574	-0.2939	0.1185	0.0000	0.0000	0.0046	0.3112	13.6757	32.1925	2.3417	0.5070	DOWN	DOWN	NO	NO	0	2
ENSG00000161905	ALOX15	Alox15	-3.8407	-3.3453	-0.2959	-0.6644	0.0000	0.0000	0.2785	0.0122	10.0458	20.6925	0.5551	1.9123	DOWN	DOWN	NO	NO	0	2
ENSG00000169884	WNT10B	Wnt10b	-1.0448	-1.2940	-0.3001	-1.3163	0.0016	0.0000	0.4005	0.0000	2.8092	7.6326	0.3974	9.1361	NO	DOWN	NO	DOWN	0	2
ENSG00000173611	SCAI	Scai	-1.4501	-1.4542	-0.3030	-0.3599	0.0000	0.0000	0.0074	0.0055	13.3536	40.5498	2.1300	2.2594	DOWN	DOWN	NO	NO	0	2
ENSG00000204852	TCTN1	Tctn1	-1.4570	-1.0382	-0.3069	0.1219	0.0000	0.0000	0.0137	0.3483	11.1129	26.0137	1.8644	0.4581	DOWN	DOWN	NO	NO	0	2
ENSG00000109436	TBC1D9	Tbc1d9	-2.0282	-1.0337	-0.3095	0.2325	0.0000	0.0000	0.0104	0.1021	12.5031	28.5171	1.9837	0.9910	DOWN	DOWN	NO	NO	0	2
ENSG00000167984	NLRC3	Nlrc3	-2.1258	-1.0851	-0.3101	-0.1413	0.0000	0.0000	0.0018	0.3978	12.2168	40.6253	2.7357	0.4004	DOWN	DOWN	NO	NO	0	2
ENSG00000186260	MKL2	Mrtfb	-1.8173	-1.1988	-0.3103	-0.1407	0.0000	0.0000	0.0016	0.1207	8.7852	35.0835	2.7935	0.9183	DOWN	DOWN	NO	NO	0	2
ENSG00000117602	RCAN3	Rcan3	-2.2163	-1.6369	-0.3216	-0.7558	0.0000	0.0000	0.0001	0.0000	13.9830	43.0737	4.1226	8.6615	DOWN	DOWN	NO	NO	0	2
ENSG00000148019	CEP78	Cep78	-1.1327	-1.2466	-0.3298	-0.3254	0.0000	0.0000	0.0520	0.0456	6.4365	32.2510	1.2839	1.3409	DOWN	DOWN	NO	NO	0	2
ENSG00000134897	BIVM	Bivm	-1.4897	-1.0182	-0.3311	-0.3443	0.0000	0.0000	0.0053	0.0032	9.4559	22.5622	2.2754	2.4990	DOWN	DOWN	NO	NO	0	2
ENSG00000172728	FUT10	Fut10	-1.5134	-1.0596	-0.3377	-0.3152	0.0000	0.0000	0.0388	0.0154	7.7645	19.2984	1.4108	1.8125	DOWN	DOWN	NO	NO	0	2
ENSG00000275342	PRAG1	Prag1	-1.2984	-1.1725	-0.3554	0.0163	0.0005	0.0000	0.0010	0.9205	3.3270	8.3251	2.9861	0.0360	DOWN	DOWN	NO	NO	0	2
ENSG00000152495	CAMK4	Camk4	-1.3442	-1.4345	-0.3580	-0.0642	0.0000	0.0000	0.0011	0.7430	6.6676	33.6778	2.9738	0.1290	DOWN	DOWN	NO	NO	0	2
ENSG00000168646	AXIN2	Axin2	-1.7201	-1.1680	-0.3588	-0.1446	0.0000	0.0000	0.0003	0.0799	8.3507	15.6716	3.5615	1.0973	DOWN	DOWN	NO	NO	0	2
ENSG00000196549	MME	Mme	-2.0318	-1.0553	-0.3634	0.3619	0.0000	0.0000	0.0009	0.0015	5.7447	15.3170	3.0529	2.8334	DOWN	DOWN	NO	NO	0	2
ENSG00000179639	FCER1A	Fcer1a	-2.9138	-1.2219	-0.3702	0.7679	0.0000	0.0000	0.3073	0.0003	11.3788	14.5017	0.5124	3.5661	DOWN	DOWN	NO	NO	0	2
ENSG00000211791	TRAV13-2	Trav5-4	-1.7630	-1.0457	-0.3744	0.0000	0.0000	0.0000	0.3744	1.0000	6.5317	13.5751	0.4266	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000172878	METAP1D	Metap1d	-1.3798	-1.2703	-0.3775	-0.3806	0.0000	0.0000	0.0000	0.0000	6.1337	22.5670	4.4989	4.5952	DOWN	DOWN	NO	NO	0	2
ENSG00000155970	MICU3	Micu3	-1.5032	-1.2731	-0.3792	-0.2950	0.0000	0.0000	0.0118	0.0301	5.7645	20.8125	1.9289	1.5218	DOWN	DOWN	NO	NO	0	2
ENSG00000133985	TTC9	Ttc9	-1.6254	-1.2125	-0.3921	0.2750	0.0000	0.0000	0.1530	0.0267	10.1337	24.3546	0.8154	1.5740	DOWN	DOWN	NO	NO	0	2
ENSG00000197296	FITM2	Fitm2	-2.3769	-1.5132	-0.3972	0.1617	0.0000	0.0000	0.0026	0.1648	10.6345	32.0794	2.5776	0.7831	DOWN	DOWN	NO	NO	0	2
ENSG00000271447	MMP28	Mmp28	-1.9612	-1.6266	-0.4073	0.1235	0.0000	0.0000	0.0533	0.4780	5.7144	9.6615	1.2733	0.3206	DOWN	DOWN	NO	NO	0	2
ENSG00000112394	SLC16A10	Slc16a10	-2.4225	-1.9783	-0.4125	0.0463	0.0000	0.0000	0.0056	0.7715	12.7570	37.9208	2.2512	0.1126	DOWN	DOWN	NO	NO	0	2
ENSG00000102245	CD40LG	Cd40lg	-1.2789	-1.2908	-0.4187	1.0446	0.0000	0.0000	0.0094	0.3015	7.4283	27.9666	2.0258	0.5207	DOWN	DOWN	NO	NO	0	2
ENSG00000154736	ADAMTS5	Adamts5	-3.7021	-4.1941	-0.4235	-0.0736	0.0000	0.0000	0.0011	0.4965	11.5302	43.1530	2.9421	0.3041	DOWN	DOWN	NO	NO	0	2
ENSG00000196177	ACADSB	Acadsb	-1.4073	-1.0865	-0.4374	-0.2292	0.0000	0.0000	0.0001	0.0139	11.4034	39.8447	4.2197	1.8573	DOWN	DOWN	NO	NO	0	2
ENSG00000157077	ZFYVE9	Zfyve9	-1.6125	-1.1970	-0.4494	-0.1063	0.0000	0.0000	0.0056	0.3701	11.2434	25.1864	2.2528	0.4317	DOWN	DOWN	NO	NO	0	2
ENSG00000165929	TC2N	Tc2n	-1.4674	-1.4986	-0.4684	0.4048	0.0000	0.0000	0.2435	0.2045	12.9626	48.4685	0.6134	0.6893	DOWN	DOWN	NO	NO	0	2
ENSG00000179886	TIGD5	Tigd5	-1.8926	-1.2260	-0.4691	-0.1959	0.0000	0.0000	0.0827	0.4288	12.9318	5.6108	1.0826	0.3678	DOWN	DOWN	NO	NO	0	2
ENSG00000176928	GCNT4	Gcnt4	-2.3070	-1.2666	-0.4823	0.0549	0.0000	0.0000	0.0187	0.8070	11.8761	25.9626	1.7272	0.0931	DOWN	DOWN	NO	NO	0	2
ENSG00000163606	CD200R1	Cd200r1	-2.3989	-1.2588	-0.4910	0.3050	0.0000	0.0000	0.1096	0.1914	15.4202	32.6216	0.9601	0.7181	DOWN	DOWN	NO	NO	0	2
ENSG00000211797	TRAV17	Trav8-1	-1.9098	-1.1647	-0.4958	0.0000	0.0000	0.0000	0.2373	1.0000	6.9914	15.4179	0.6247	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000176055	MBLAC2	Mblac2	-1.9617	-1.0359	-0.4983	-0.5212	0.0000	0.0000	0.0004	0.0002	11.2175	35.9245	3.4118	3.6594	DOWN	DOWN	NO	NO	0	2
ENSG00000172005	MAL	Mal	-1.3448	-1.5286	-0.5036	0.0586	0.0000	0.0000	0.1102	0.7165	6.4750	19.6402	0.9576	0.1448	DOWN	DOWN	NO	NO	0	2
ENSG00000134489	HRH4	Hrh4	-3.3404	-1.2964	-0.5056	-0.0928	0.0000	0.0000	0.3643	0.9196	15.6198	11.4179	0.4385	0.0364	DOWN	DOWN	NO	NO	0	2
ENSG00000184731	FAM110C	Fam110c	-2.3218	-1.1627	-0.5095	0.0005	0.0000	0.0000	0.2466	1.0000	7.4214	9.1068	0.6079	0.0000	DOWN	DOWN	NO	NO	0	2
ENSG00000276023	DUSP14	Dusp14	-1.4659	-1.1681	-0.5133	-0.2896	0.0000	0.0000	0.1505	0.0039	8.3354	11.6676	0.8224	2.4068	DOWN	DOWN	NO	NO	0	2
ENSG00000164283	ESM1	Esm1	-2.3594	-1.1382	-0.5159	0.3663	0.0000	0.0000	0.1835	0.1368	7.2741	8.8633	0.7364	0.8640	DOWN	DOWN	NO	NO	0	2
ENSG00000174684	B4GAT1	B4gat1	-2.1849	-1.0527	-0.5253	-0.0962	0.0000	0.0000	0.0000	0.3046	12.7696	10.8861	4.6556	0.5163	DOWN	DOWN	NO	NO	0	2
ENSG00000100784	RPS6KA5	Rps6ka5	-1.9872	-1.1922	-0.5417	-0.6356	0.0000	0.0000	0.0015	0.0006	16.1543	34.4401	2.8148	3.2587	DOWN	DOWN	NO	NO	0	2
ENSG00000151623	NR3C2	Nr3c2	-1.7634	-1.0643	-0.5579	0.0527	0.0000	0.0000	0.0123	0.8069	10.4248	21.8697	1.9097	0.0932	DOWN	DOWN	NO	NO	0	2
ENSG00000157404	KIT	Kit	-1.5762	-1.3262	-0.5791	0.0890	0.0000	0.0000	0.0000	0.4802	8.3036	18.8729	4.6440	0.3186	DOWN	DOWN	NO	NO	0	2
ENSG00000135929	CYP27A1	Cyp27a1	-2.1774	-2.1283	-0.5806	-0.2708	0.0000	0.0000	0.0000	0.0043	8.7352	12.5986	5.7878	2.3707	DOWN	DOWN	NO	NO	0	2
ENSG00000181754	AMIGO1	Amigo1	-2.6664	-1.4955	-0.5817	-0.2732	0.0000	0.0000	0.0001	0.0128	9.4034	18.6126	4.2708	1.8918	DOWN	DOWN	NO	NO	0	2
ENSG00000171033	PKIA	Pkia	-1.5954	-1.2682	-0.5819	0.2255	0.0000	0.0000	0.0789	0.2978	11.7799	35.3134	1.1031	0.5260	DOWN	DOWN	NO	NO	0	2
ENSG00000184860	SDR42E1	Sdr42e1	-1.5113	-1.1946	-0.5930	0.2723	0.0000	0.0000	0.0002	0.0049	9.4855	34.1720	3.6681	2.3064	DOWN	DOWN	NO	NO	0	2
ENSG00000146243	IRAK1BP1	Irak1bp1	-1.1196	-1.0704	-0.5993	-0.2930	0.0000	0.0000	0.0396	0.2799	8.6003	25.6055	1.4018	0.5530	DOWN	DOWN	NO	NO	0	2
ENSG00000111863	ADTRP	Adtrp	-1.3279	-1.1038	-0.6092	0.4782	0.0000	0.0000	0.0676	0.0069	4.8697	12.2941	1.1703	2.1636	DOWN	DOWN	NO	NO	0	2
ENSG00000021300	PLEKHB1	Plekhb1	-1.7945	-1.0563	-0.6124	0.3930	0.0000	0.0000	0.0070	0.0210	9.9172	6.6517	2.1552	1.6771	DOWN	DOWN	NO	NO	0	2
ENSG00000119714	GPR68	Gpr68	-2.6275	-1.1383	-0.6127	-0.1692	0.0000	0.0000	0.0002	0.4968	11.0535	10.7471	3.6077	0.3038	DOWN	DOWN	NO	NO	0	2
ENSG00000183049	CAMK1D	Camk1d	-1.4966	-1.5182	-0.6282	-0.6830	0.0000	0.0000	0.0000	0.0000	8.8210	40.3372	7.5702	7.9547	DOWN	DOWN	NO	NO	0	2
ENSG00000179222	MAGED1	Maged1	-1.1627	-1.0839	-0.6348	-0.3841	0.0000	0.0000	0.0000	0.0001	6.0074	11.9245	6.7122	4.2111	DOWN	DOWN	NO	NO	0	2
ENSG00000109684	CLNK	Clnk	-1.5234	-1.0172	-0.6349	1.2081	0.0002	0.0000	0.2027	0.2498	3.6453	9.3820	0.6932	0.6024	DOWN	DOWN	NO	NO	0	2
ENSG00000186310	NAP1L3	Nap1l3	-1.3124	-1.0605	-0.6437	-1.0965	0.0000	0.0000	0.1161	0.0116	5.4413	13.4949	0.9353	1.9362	DOWN	DOWN	NO	NO	0	2
ENSG00000170962	PDGFD	Pdgfd	-1.3391	-1.2755	-0.6447	-0.4169	0.0000	0.0000	0.0009	0.0085	7.1898	23.4168	3.0572	2.0727	DOWN	DOWN	NO	NO	0	2
ENSG00000110318	CEP126	Cep126	-1.2314	-1.0524	-0.6451	0.1475	0.0000	0.0000	0.0377	0.6114	5.9393	21.2644	1.4238	0.2137	DOWN	DOWN	NO	NO	0	2
ENSG00000182240	BACE2	Bace2	-1.1367	-2.0018	-0.6487	0.0895	0.0000	0.0000	0.0000	0.4661	5.6904	33.9706	5.0991	0.3315	DOWN	DOWN	NO	NO	0	2
ENSG00000158301	GPRASP2	Gprasp2	-1.4134	-1.0666	-0.6520	-0.8149	0.0000	0.0000	0.0289	0.0367	6.1107	16.3449	1.5386	1.4356	DOWN	DOWN	NO	NO	0	2
ENSG00000175414	ARL10	Arl10	-2.2879	-1.1918	-0.6659	-0.6676	0.0000	0.0000	0.0000	0.0000	9.0526	26.6925	5.1675	4.9318	DOWN	DOWN	NO	NO	0	2
ENSG00000153823	PID1	Pid1	-2.4738	-2.5098	-0.6815	-0.8648	0.0000	0.0000	0.0000	0.0000	11.9666	40.2581	5.5817	8.1355	DOWN	DOWN	NO	NO	0	2
ENSG00000152894	PTPRK	Ptprk	-2.2795	-1.2401	-0.6865	0.2659	0.0000	0.0000	0.0002	0.0573	11.4921	20.5575	3.7967	1.2422	DOWN	DOWN	NO	NO	0	2
ENSG00000159445	THEM4	Them4	-2.3107	-1.2311	-0.6878	-0.1081	0.0000	0.0000	0.0005	0.4814	15.6234	27.1451	3.3303	0.3175	DOWN	DOWN	NO	NO	0	2
